,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
4893,35,17,17,17,30,19,18,18
4894,78,47,43,43,70,23,17,17
4895,35,22,20,20,32,15,15,15
4896,20,15,15,15,17,10,10,10
4897,44,27,23,23,41,9,9,9
4898,38,25,25,25,37,15,15,15
4899,25,11,10,10,14,10,10,10
4900,29,19,19,19,26,12,12,12
4901,41,30,29,29,32,21,19,19
4902,32,19,19,19,31,12,11,11
4903,51,34,29,28,50,22,21,21
4904,62,9,9,9,59,9,9,9
4905,33,16,16,16,26,13,13,13
4906,91,12,11,9,36,13,9,9
4907,54,27,24,24,50,9,9,9
4908,40,36,32,32,38,31,31,30
4909,23,17,16,16,20,10,10,10
4910,55,33,25,25,47,11,11,11
4911,59,29,27,27,49,12,12,12
4912,41,12,12,12,29,11,10,10
4913,55,35,29,29,53,18,18,18
4914,72,34,34,34,58,21,20,20
4915,17,12,12,12,14,16,15,15
4916,23,17,17,17,21,15,15,15
4917,25,16,15,15,22,9,9,9
4918,46,34,33,33,43,21,17,17
4919,44,26,10,10,41,10,10,10
4920,18,12,12,12,15,12,9,9
4921,72,42,35,35,59,28,26,23
4922,28,17,17,16,25,9,9,9
4923,47,21,19,19,44,9,9,9
4924,44,20,16,16,43,12,12,12
4925,26,23,20,20,23,9,9,9
4926,29,19,19,19,26,12,12,12
4927,22,15,15,15,19,9,9,9
4928,46,21,19,19,37,15,13,13
4929,37,22,19,19,29,12,12,12
4930,48,38,36,36,44,31,28,27
4931,38,32,9,9,35,9,9,9
4932,57,10,9,9,38,9,9,9
4933,67,28,16,15,63,13,12,12
4934,41,10,10,10,33,10,10,10
4935,30,20,19,18,26,19,19,19
4936,29,20,10,10,26,10,10,10
4937,35,18,16,16,33,11,11,11
4938,25,18,17,17,22,11,10,10
4939,34,23,22,21,33,21,13,13
4940,53,10,10,10,39,10,10,10
4941,41,15,11,10,34,12,10,10
4942,43,18,18,18,42,12,12,12
4943,24,11,10,10,15,10,10,10
4944,70,14,10,10,66,9,9,9
4945,40,24,23,23,32,13,13,13
4946,32,21,18,18,29,17,17,17
4947,73,31,21,21,69,12,12,12
4948,74,40,39,38,66,18,15,15
4949,41,17,17,14,37,14,11,12
4950,58,11,11,11,35,9,9,9
4951,56,11,10,10,36,10,10,10
4952,62,34,34,34,53,22,19,19
4953,26,12,12,12,18,10,10,10
4954,44,20,19,19,43,14,13,13
4955,86,48,46,46,78,36,24,24
4956,24,16,15,15,21,14,12,12
4957,21,11,9,9,18,9,9,9
4958,37,23,21,21,35,14,14,14
4959,56,13,13,13,28,10,10,10
4960,31,19,18,18,28,12,12,12
4961,48,10,10,10,34,10,10,10
4962,32,28,26,26,31,26,23,23
4963,45,13,13,13,42,10,10,10
4964,17,14,14,14,15,10,10,10
4965,30,16,14,14,27,17,15,15
4966,24,12,12,12,22,10,10,10
4967,38,17,16,16,35,14,12,12
4968,26,14,10,10,25,10,10,10
4969,19,11,10,10,16,10,10,10
4970,23,13,13,13,20,10,10,10
4971,34,24,19,19,33,11,10,10
4972,36,20,16,16,26,12,14,14
4973,34,22,22,22,31,20,20,20
4974,37,15,15,15,28,12,12,12
4975,30,21,20,20,25,16,16,16
4976,27,17,14,11,21,12,10,10
4977,40,14,13,10,31,11,11,11
4978,22,16,14,13,19,11,10,10
4979,31,19,17,17,29,13,13,13
4980,75,21,21,21,63,14,13,13
4981,61,40,38,38,49,27,24,24
4982,35,10,9,9,26,9,9,9
4983,38,17,10,10,37,10,10,10
4984,38,14,11,11,32,10,10,10
4985,93,18,18,16,67,16,11,11
4986,52,32,25,25,49,23,22,22
4987,36,19,19,19,27,14,14,14
4988,25,10,10,10,21,9,9,9
4989,44,35,36,36,38,17,17,17
4990,25,18,18,18,22,9,9,9
4991,27,16,13,13,22,10,10,10
4992,24,15,14,14,22,12,11,11
4993,18,12,12,12,17,10,10,10
4994,69,32,28,28,60,11,11,11
4995,29,9,9,9,19,9,9,9
4996,51,35,33,33,48,19,16,16
4997,53,32,31,31,48,23,19,19
4998,36,12,12,11,33,9,9,9
4999,20,14,14,14,17,9,9,9
5000,24,16,15,15,22,12,12,12
5001,37,13,13,12,35,10,10,10
5002,25,12,10,10,21,10,10,10
5003,58,14,11,11,47,10,10,10
5004,27,19,19,19,26,10,10,10
5005,24,12,12,12,21,11,11,11
5006,30,24,20,20,29,15,13,13
5007,34,12,12,12,31,10,9,9
5008,45,34,32,32,42,9,9,9
5009,42,23,18,18,39,12,11,11
5010,79,28,23,22,69,16,13,13
5011,31,22,20,20,26,12,10,10
5012,61,13,11,11,41,10,10,10
5013,34,14,14,14,28,15,10,10
5014,45,20,19,19,35,14,13,13
5015,49,15,15,15,44,9,9,9
5016,53,37,32,32,50,18,16,16
5017,25,10,9,9,21,9,9,9
5018,28,18,18,18,24,11,11,11
5019,20,14,14,14,18,10,10,10
5020,28,23,20,20,27,10,10,10
5021,97,27,27,23,54,17,10,10
5022,26,21,16,16,23,9,9,9
5023,70,13,13,13,52,11,11,11
5024,29,21,21,21,28,12,12,12
5025,34,19,19,19,31,14,12,11
5026,27,15,9,9,23,12,12,12
5027,43,15,10,10,40,9,9,9
5028,32,25,10,10,31,10,10,10
5029,29,10,10,10,18,10,10,10
5030,31,21,21,21,21,14,12,12
5031,25,15,14,14,21,9,9,9
5032,35,25,25,25,34,10,10,10
5033,31,11,11,11,28,9,9,9
5034,32,20,20,20,22,15,15,15
5035,40,16,16,15,34,14,10,10
5036,24,11,10,10,21,10,10,10
5037,28,15,15,15,27,10,10,10
5038,23,18,16,16,22,14,13,13
5039,59,21,21,21,44,12,12,12
5040,37,15,14,14,30,10,9,9
5041,52,28,25,25,48,10,10,10
5042,29,16,15,15,23,14,12,12
5043,67,40,40,40,55,28,27,27
5044,26,20,11,11,25,10,10,10
5045,53,12,10,10,35,10,10,10
5046,28,11,10,10,21,10,10,10
5047,37,15,15,15,27,10,10,10
5048,25,16,16,16,19,10,9,9
5049,71,28,27,27,60,10,9,9
5050,70,44,38,38,61,38,38,38
5051,27,24,19,19,26,13,11,11
5052,27,11,10,10,20,10,10,10
5053,40,29,24,24,37,9,9,9
5054,38,13,13,10,24,16,9,9
5055,58,39,35,35,55,22,16,16
5056,45,37,9,9,42,9,9,9
5057,60,11,11,11,28,10,10,10
5058,56,31,30,30,48,25,18,18
5059,37,11,11,11,27,10,10,10
5060,72,24,14,14,57,10,10,10
5061,30,16,13,12,23,12,9,9
5062,23,15,14,14,22,12,12,12
5063,48,30,25,25,38,16,16,16
5064,46,17,15,15,45,12,11,11
5065,42,22,22,22,41,10,10,10
5066,20,14,14,14,17,9,9,9
5067,40,28,24,24,39,20,20,20
5068,35,17,17,17,33,13,12,12
5069,89,17,15,14,57,10,10,10
5070,77,38,34,34,67,11,10,10
5071,24,14,14,14,23,10,10,10
5072,45,13,12,12,40,11,11,11
5073,26,18,18,18,25,14,10,10
5074,26,19,17,15,22,10,10,10
5075,50,25,23,23,48,13,12,12
5076,26,15,12,12,21,10,10,10
5077,22,13,9,9,19,9,9,9
5078,31,25,23,23,28,11,9,9
5079,43,31,26,26,42,10,10,10
5080,36,27,27,26,33,17,12,9
5081,29,12,12,12,17,11,10,10
5082,25,18,12,12,24,10,10,10
5083,56,31,9,9,53,9,9,9
5084,36,12,11,11,30,14,10,10
5085,38,12,9,9,35,11,11,11
5086,35,24,25,25,34,10,10,10
5087,39,13,12,12,38,10,10,10
5088,26,13,13,13,25,10,10,10
5089,39,26,24,24,36,9,9,9
5090,21,14,14,14,20,10,10,10
5091,53,30,10,10,50,10,10,10
5092,18,13,13,13,15,9,9,9
5093,31,11,11,11,28,10,10,10
5094,40,12,12,10,30,10,9,9
5095,64,13,13,13,59,12,12,12
5096,28,26,25,25,27,20,19,19
5097,22,14,12,12,21,10,10,10
5098,70,9,9,9,65,9,9,9
5099,31,26,26,26,30,10,10,10
5100,26,16,16,16,25,14,13,13
5101,50,21,21,21,41,16,15,15
5102,32,29,20,20,31,16,13,13
5103,31,23,21,21,23,15,14,14
5104,61,32,15,12,54,18,10,10
5105,54,24,23,23,52,12,11,11
5106,47,29,27,27,40,17,15,15
5107,66,38,35,35,62,34,32,32
5108,25,16,17,16,17,11,11,11
5109,92,26,26,26,79,14,14,14
5110,29,19,13,13,28,10,10,10
5111,74,23,22,22,61,17,14,14
5112,37,23,20,20,36,10,10,10
5113,31,18,17,17,21,12,9,9
5114,24,12,12,12,21,11,11,11
5115,35,17,16,16,28,10,9,9
5116,41,21,20,20,36,12,12,12
5117,56,31,27,25,43,16,13,13
5118,40,22,20,20,33,19,18,18
5119,47,33,9,9,44,9,9,9
5120,36,17,16,16,25,11,10,10
5121,74,10,10,10,52,10,10,10
5122,32,17,17,17,26,10,10,10
5123,33,20,18,18,22,11,11,11
5124,39,24,9,9,36,9,9,9
5125,66,12,9,9,36,9,9,9
5126,19,10,9,9,16,11,11,11
5127,33,26,25,25,22,18,17,17
5128,43,28,24,20,31,17,15,14
5129,25,15,15,14,22,9,9,9
5130,37,19,19,18,32,16,14,14
5131,77,45,44,43,63,35,33,33
5132,30,19,19,19,22,13,12,12
5133,50,20,18,18,43,9,9,9
5134,34,17,17,17,28,12,11,10
5135,36,18,16,15,31,12,12,12
5136,67,34,29,29,59,25,22,22
5137,43,15,15,15,42,10,10,10
5138,53,26,24,22,47,12,10,10
5139,33,28,28,28,30,16,11,10
5140,20,12,12,12,17,9,9,9
5141,22,17,17,17,20,10,10,10
5142,50,28,27,27,47,18,17,17
5143,36,29,27,26,32,18,15,15
5144,33,23,23,23,32,21,21,21
5145,44,20,17,17,41,13,11,11
5146,26,13,13,13,20,13,13,13
5147,79,33,27,27,55,9,9,9
5148,43,11,10,10,25,9,9,9
5149,34,22,19,19,31,11,11,11
5150,58,23,16,16,53,10,10,10
5151,58,29,26,26,54,16,12,12
5152,64,39,33,32,53,16,16,16
5153,30,19,9,9,23,11,9,9
5154,31,11,11,11,23,10,10,10
5155,50,39,24,24,47,20,20,20
5156,55,26,26,26,46,16,16,16
5157,41,13,11,11,21,13,10,10
5158,36,22,22,22,25,15,15,15
5159,55,34,29,29,53,32,29,29
5160,30,14,14,14,27,13,13,13
5161,35,20,17,17,34,10,10,10
5162,79,11,11,11,42,10,10,10
5163,36,22,22,22,29,13,13,13
5164,39,18,18,18,31,15,15,15
5165,65,36,32,32,51,13,12,12
5166,56,37,37,37,53,22,15,15
5167,49,25,25,25,46,13,13,13
5168,21,13,9,9,17,9,9,9
5169,27,21,19,19,24,11,11,11
5170,40,17,15,15,33,10,10,10
5171,33,25,22,22,32,17,16,16
5172,43,12,12,12,26,9,9,9
5173,23,18,18,18,22,10,10,10
5174,29,14,13,13,25,12,12,12
5175,58,13,13,13,47,10,10,10
5176,32,11,10,10,22,12,9,9
5177,31,11,11,11,18,9,9,9
5178,28,16,12,11,25,9,9,9
5179,27,14,13,13,17,9,9,9
5180,19,13,12,12,15,10,10,10
5181,28,10,10,10,17,9,9,9
5182,45,33,26,26,42,15,14,14
5183,60,30,24,24,56,19,19,19
5184,46,10,10,10,41,11,9,9
5185,32,10,10,10,17,9,9,9
5186,32,29,25,25,31,10,10,10
5187,32,22,21,21,31,18,18,18
5188,43,22,21,21,36,14,13,13
5189,32,21,19,16,29,13,10,10
5190,59,40,35,35,51,23,17,17
5191,23,15,15,15,21,10,10,10
5192,26,11,11,10,18,9,9,9
5193,20,11,9,9,17,9,9,9
5194,49,17,17,16,38,10,10,10
5195,75,33,32,30,58,22,15,15
5196,66,15,15,15,36,10,10,10
5197,23,18,18,18,22,13,13,13
5198,18,14,14,14,15,11,11,11
5199,96,15,15,13,88,11,11,11
5200,47,34,32,32,41,17,15,15
5201,18,12,11,11,15,9,9,9
5202,39,30,29,29,36,9,9,9
5203,49,35,34,34,47,19,18,18
5204,38,16,16,16,35,9,9,9
5205,28,22,21,21,27,15,15,15
5206,37,23,23,23,33,16,15,15
5207,35,19,18,18,32,9,9,9
5208,53,10,10,10,37,10,10,10
5209,49,26,26,26,39,12,9,9
5210,26,14,14,14,20,10,10,10
5211,51,10,10,10,42,10,10,10
5212,41,19,17,17,36,10,10,10
5213,30,23,22,22,27,15,15,15
5214,44,23,10,10,36,10,10,10
5215,42,23,22,22,41,17,14,14
5216,70,10,10,9,31,14,9,9
5217,40,10,10,10,38,10,10,10
5218,23,11,11,11,22,10,10,10
5219,30,18,16,16,26,21,21,21
5220,29,26,24,24,28,21,20,20
5221,40,11,10,10,38,10,10,10
5222,26,12,12,12,19,10,10,10
5223,78,18,18,18,59,10,10,10
5224,70,43,39,39,68,27,21,21
5225,32,15,15,10,28,10,10,10
5226,19,11,9,9,16,9,9,9
5227,24,14,15,15,23,10,10,10
5228,26,10,9,9,13,9,9,9
5229,22,12,10,10,21,10,10,10
5230,49,12,9,9,41,10,9,9
5231,50,26,25,25,42,19,18,18
5232,47,19,18,18,44,15,15,15
5233,43,33,31,31,34,19,15,15
5234,22,16,15,15,20,15,15,15
5235,35,20,17,17,32,15,15,15
5236,34,19,19,19,30,17,15,15
5237,25,20,19,19,24,16,14,15
5238,39,22,21,20,37,17,14,14
5239,33,19,17,17,26,10,10,10
5240,61,11,10,10,58,10,10,10
5241,29,20,17,17,28,15,15,15
5242,64,40,37,37,54,26,25,25
5243,25,18,17,17,22,9,9,9
5244,45,23,21,21,38,15,14,14
5245,23,18,18,18,20,15,15,15
5246,24,18,18,18,21,9,9,9
5247,53,14,13,13,40,11,11,11
5248,21,11,10,10,20,10,10,10
5249,42,20,20,20,39,19,19,19
5250,40,11,11,11,29,9,9,9
5251,54,24,24,24,43,22,21,21
5252,17,9,9,9,14,9,9,9
5253,75,11,9,9,47,9,9,9
5254,24,16,16,16,21,15,15,15
5255,33,18,18,18,25,10,10,10
5256,36,19,19,19,33,14,14,14
5257,50,27,24,24,39,13,12,12
5258,23,20,20,20,17,13,13,13
5259,31,13,12,12,22,10,10,10
5260,30,11,11,11,20,10,9,9
5261,45,30,27,27,44,21,15,15
5262,45,12,12,12,44,11,11,11
5263,34,14,13,13,31,12,10,10
5264,26,17,16,15,23,17,12,12
5265,47,25,20,20,44,15,15,15
5266,57,36,33,32,54,21,17,17
5267,30,23,16,16,25,9,9,9
5268,27,15,10,10,21,11,11,11
5269,34,24,15,15,33,13,13,13
5270,21,15,13,13,16,11,10,10
5271,30,10,10,10,16,10,10,10
5272,85,14,14,14,59,10,10,10
5273,40,16,15,15,35,13,13,13
5274,44,21,20,20,29,11,11,11
5275,17,13,13,13,16,10,10,10
5276,45,20,20,20,42,11,11,11
5277,46,27,22,22,43,14,13,13
5278,43,22,22,22,42,14,14,14
5279,27,13,13,13,25,12,11,11
5280,30,18,18,18,21,9,9,9
5281,27,11,11,11,26,10,10,10
5282,57,10,10,10,33,10,10,10
5283,21,15,13,13,18,9,9,9
5284,21,14,14,11,19,10,10,10
5285,47,29,29,29,36,9,9,9
5286,28,13,13,13,21,10,10,10
5287,52,32,32,32,40,22,19,19
5288,32,28,14,14,31,10,10,10
5289,22,16,15,15,19,14,14,14
5290,21,16,13,13,19,10,10,10
5291,69,33,20,20,54,13,13,13
5292,42,23,20,20,39,15,11,10
5293,28,15,15,15,23,12,12,12
5294,38,30,29,29,37,22,17,17
5295,16,14,14,12,15,10,10,10
5296,72,43,41,41,64,24,23,23
5297,59,10,9,9,35,9,9,9
5298,35,12,12,12,21,11,11,11
5299,58,13,10,10,35,10,10,10
5300,28,15,14,14,19,10,10,10
5301,46,15,15,15,45,11,11,11
5302,52,37,24,24,51,17,16,16
5303,58,35,22,24,47,10,10,10
5304,46,23,21,21,44,10,10,10
5305,27,24,24,24,26,18,18,13
5306,27,18,17,15,24,12,12,12
5307,19,12,12,12,12,9,9,9
5308,42,22,20,20,33,16,16,16
5309,39,32,30,30,38,13,11,11
5310,29,12,11,10,25,12,11,11
5311,42,30,30,30,41,16,14,14
5312,17,14,14,14,15,10,10,10
5313,32,21,21,21,29,14,14,14
5314,52,14,14,14,49,11,11,11
5315,16,11,11,11,15,10,10,10
5316,47,18,18,18,34,15,12,12
5317,38,23,20,17,35,16,10,10
5318,80,47,37,37,73,31,27,27
5319,36,30,19,19,35,10,10,10
5320,26,11,11,11,17,9,9,9
5321,20,14,14,14,17,12,12,12
5322,60,26,26,26,57,16,16,16
5323,49,15,16,15,36,12,9,9
5324,27,16,16,14,22,9,9,9
5325,52,20,19,19,39,13,12,12
5326,38,30,25,25,35,19,17,17
5327,25,13,13,13,23,10,10,10
5328,72,18,18,18,57,10,10,10
5329,35,23,23,23,34,10,10,10
5330,31,20,17,17,28,18,15,15
5331,24,10,10,10,21,9,9,9
5332,63,22,17,17,54,15,11,12
5333,17,14,13,13,16,10,10,10
5334,29,20,20,19,24,15,14,14
5335,32,19,19,19,31,12,12,12
5336,56,14,14,14,30,10,10,10
5337,50,23,22,22,40,13,13,13
5338,62,13,10,10,44,10,10,10
5339,30,14,14,14,29,13,10,10
5340,43,31,23,23,40,15,15,15
5341,28,15,14,14,22,14,14,14
5342,34,29,28,28,26,17,16,16
5343,55,10,10,10,34,9,9,9
5344,50,28,25,25,47,18,18,17
5345,23,18,18,18,21,16,15,15
5346,24,19,18,18,23,12,12,12
5347,60,30,25,23,47,16,15,15
5348,63,42,40,40,59,21,15,15
5349,23,17,13,13,22,10,10,10
5350,37,23,19,18,31,16,15,15
5351,55,26,23,23,52,10,10,10
5352,53,11,10,10,32,10,10,10
5353,84,25,21,21,59,11,11,11
5354,29,18,18,18,28,15,14,14
5355,45,34,32,32,43,30,26,26
5356,43,33,30,30,40,18,18,18
5357,30,19,18,18,27,15,15,15
5358,21,14,14,14,16,9,9,9
5359,25,22,22,22,24,12,12,12
5360,65,39,12,12,54,10,10,10
5361,104,14,11,11,86,10,10,10
5362,56,31,29,29,51,21,17,17
5363,23,16,15,15,19,15,15,15
5364,55,30,30,30,50,21,20,20
5365,65,18,17,17,53,10,10,10
5366,31,12,12,12,25,9,9,9
5367,30,19,15,15,27,14,14,14
5368,59,34,35,35,55,19,16,16
5369,41,15,15,15,40,11,11,11
5370,24,10,10,10,15,9,9,9
5371,34,21,21,21,27,16,10,10
5372,36,14,14,14,33,10,10,10
5373,45,13,13,13,31,10,10,10
5374,44,20,18,18,41,9,9,9
5375,27,10,10,10,21,11,10,10
5376,49,42,39,39,48,10,10,10
5377,44,27,26,26,35,22,16,16
5378,48,11,11,11,47,10,10,10
5379,43,15,14,12,36,12,9,9
5380,36,20,20,20,35,15,12,12
5381,63,34,34,34,52,21,13,13
5382,39,30,30,30,38,14,13,13
5383,50,11,11,10,25,9,9,9
5384,41,37,29,29,40,25,22,22
5385,21,14,14,14,18,9,9,9
5386,32,21,21,21,25,16,14,14
5387,35,9,9,9,22,9,9,9
5388,48,11,11,11,35,9,9,9
5389,56,29,28,27,41,9,9,9
5390,24,16,14,14,20,9,9,9
5391,27,13,12,12,23,10,9,9
5392,37,21,20,19,33,15,13,13
5393,50,16,16,14,35,11,11,11
5394,74,12,12,12,46,10,10,10
5395,56,24,22,22,55,13,12,12
5396,32,20,16,16,24,10,9,9
5397,25,17,15,15,24,13,13,13
5398,73,10,10,10,72,10,10,10
5399,33,28,23,23,32,22,15,15
5400,18,15,14,14,17,11,11,11
5401,42,28,28,28,41,26,18,18
5402,40,23,23,23,37,18,17,17
5403,52,34,29,29,48,15,14,14
5404,37,15,13,13,34,10,10,10
5405,37,23,17,17,33,9,9,9
5406,32,31,18,18,31,18,16,16
5407,48,36,36,36,42,21,20,20
5408,40,11,11,11,39,10,10,10
5409,15,12,12,11,12,11,10,10
5410,28,13,12,12,20,9,9,9
5411,28,20,20,20,27,12,12,12
5412,36,15,14,14,26,12,12,12
5413,25,16,15,15,22,11,11,11
5414,31,19,18,18,28,13,11,11
5415,74,35,34,32,65,23,20,20
5416,66,41,35,34,52,20,17,17
5417,39,16,16,16,31,11,9,9
5418,70,14,14,10,36,15,9,9
5419,37,13,13,13,36,10,10,10
5420,52,20,17,17,40,11,11,11
5421,32,15,15,14,20,13,13,13
5422,50,25,23,23,47,18,17,17
5423,25,13,13,13,24,10,10,10
5424,37,16,16,13,36,10,10,10
5425,50,31,29,29,46,16,15,15
5426,30,20,19,19,28,12,12,12
5427,39,35,35,33,38,26,23,23
5428,30,13,13,13,28,10,10,10
5429,23,10,10,10,20,10,10,10
5430,38,11,10,10,22,9,9,9
5431,64,37,35,35,58,19,17,17
5432,42,12,12,11,33,10,10,10
5433,37,16,16,15,31,12,11,11
5434,28,20,20,20,27,10,10,10
5435,39,34,29,28,36,11,10,10
5436,20,11,11,11,16,10,10,10
5437,40,27,27,27,39,28,23,22
5438,46,10,10,10,25,9,9,9
5439,48,32,26,26,46,16,13,13
5440,48,34,34,34,46,12,10,10
5441,31,20,18,18,28,9,9,9
5442,59,27,27,27,49,9,9,9
5443,78,37,37,37,65,26,18,18
5444,25,10,10,10,17,9,9,9
5445,51,28,27,27,48,18,15,15
5446,20,15,15,15,17,13,12,12
5447,54,27,26,23,38,21,11,11
5448,56,41,39,39,46,26,20,20
5449,34,27,23,23,33,14,14,14
5450,26,15,15,15,20,10,10,10
5451,33,24,22,22,32,20,17,17
5452,45,16,15,14,34,10,10,10
5453,61,13,13,12,46,10,10,10
5454,33,16,13,13,26,10,9,9
5455,103,22,18,18,75,12,12,12
5456,33,27,22,22,29,13,13,13
5457,46,25,24,24,43,13,13,13
5458,39,18,17,17,38,10,10,10
5459,34,16,16,16,21,13,13,13
5460,39,10,10,10,38,10,10,10
5461,61,9,9,9,47,9,9,9
5462,35,18,12,12,34,14,10,10
5463,83,32,32,31,68,17,15,15
5464,48,28,19,19,39,11,10,10
5465,49,20,20,20,48,14,13,13
5466,50,29,29,29,41,20,16,16
5467,25,19,17,17,22,13,15,15
5468,63,43,42,41,52,25,22,22
5469,30,9,9,9,27,9,9,9
5470,53,15,15,13,46,11,11,11
5471,50,34,31,30,49,18,15,15
5472,70,16,9,9,58,9,9,9
5473,36,24,16,16,33,15,12,12
5474,44,19,19,18,34,13,9,9
5475,60,28,26,26,46,13,13,13
5476,67,33,29,29,53,22,16,16
5477,34,25,9,9,30,9,9,9
5478,73,36,34,34,55,18,15,15
5479,34,14,11,13,32,11,11,11
5480,56,32,26,25,47,15,15,15
5481,46,13,10,10,34,10,10,10
5482,41,21,19,19,37,10,10,10
5483,41,30,28,28,39,21,20,20
5484,20,14,14,14,17,12,10,10
5485,30,25,23,23,28,22,22,22
5486,56,11,9,9,42,9,9,9
5487,35,17,17,15,30,15,9,9
5488,52,22,18,18,46,10,10,10
5489,56,12,12,12,43,11,11,11
5490,32,10,9,9,29,9,9,9
5491,44,14,14,14,43,10,10,10
5492,30,13,13,12,22,10,10,10
5493,33,18,18,18,22,13,9,9
5494,64,32,32,32,53,33,30,30
5495,58,21,20,20,49,11,10,10
5496,30,18,17,17,22,12,12,12
5497,54,24,22,22,53,15,14,14
5498,50,27,26,26,43,22,22,22
5499,37,12,12,12,34,11,11,11
5500,57,27,26,26,54,21,15,15
5501,54,34,29,29,47,21,20,20
5502,71,13,13,12,47,12,12,12
5503,83,48,43,43,74,28,26,26
5504,28,12,11,11,21,10,10,10
5505,33,17,14,14,30,9,9,9
5506,41,21,21,21,39,17,16,16
5507,39,18,9,9,36,9,9,9
5508,26,20,19,19,23,14,12,12
5509,46,26,22,22,45,20,16,16
5510,56,34,34,34,49,20,15,15
5511,34,17,15,15,32,11,11,11
5512,46,26,25,25,42,21,18,18
5513,22,16,16,16,19,11,11,11
5514,38,17,17,17,31,14,14,14
5515,29,24,24,24,28,10,10,10
5516,59,41,26,26,56,17,14,14
5517,55,32,31,31,43,22,16,16
5518,35,15,15,15,34,14,14,14
5519,39,24,24,24,37,20,20,20
5520,69,18,10,10,64,10,10,10
5521,42,32,32,32,41,15,11,11
5522,47,34,34,34,43,10,10,10
5523,59,27,16,15,48,14,10,10
5524,45,34,32,32,41,28,20,20
5525,42,26,26,26,36,16,15,15
5526,57,37,31,31,51,18,16,16
5527,46,11,11,11,28,10,10,10
5528,33,21,21,21,31,16,14,14
5529,27,19,19,19,25,13,13,13
5530,20,15,15,15,19,10,10,10
5531,40,30,27,27,33,22,21,21
5532,31,26,23,23,26,19,17,17
5533,27,17,16,16,26,12,11,12
5534,33,26,26,26,30,25,25,25
5535,62,20,18,18,49,9,9,9
5536,31,25,25,25,28,19,19,19
5537,28,16,16,16,19,10,10,10
5538,17,12,12,12,14,10,10,10
5539,57,40,40,40,45,25,23,23
5540,44,11,11,11,43,11,11,11
5541,58,22,9,9,55,9,9,9
5542,51,10,10,10,42,9,9,9
5543,22,12,12,12,18,12,11,11
5544,52,13,13,13,50,11,11,11
5545,61,22,22,22,53,10,10,10
5546,33,11,9,9,22,9,9,9
5547,44,18,16,16,41,12,11,11
5548,21,15,15,15,17,13,12,12
5549,30,18,17,14,29,10,10,10
5550,36,30,11,11,35,10,10,10
5551,41,31,14,14,38,10,9,9
5552,59,23,20,20,58,11,10,10
5553,73,44,44,44,64,16,16,16
5554,28,19,17,17,21,12,10,10
5555,29,24,22,22,28,21,20,20
5556,80,45,44,42,66,26,24,24
5557,65,40,40,40,51,29,25,25
5558,35,26,24,24,34,18,17,17
5559,37,18,18,18,28,11,11,11
5560,33,22,20,20,32,12,12,12
5561,55,24,13,13,37,10,10,10
5562,26,11,11,10,17,10,9,9
5563,42,20,20,20,38,16,16,16
5564,28,20,20,20,24,13,13,13
5565,32,9,9,9,28,9,9,9
5566,47,33,29,29,46,22,21,21
5567,33,23,11,11,31,10,10,10
5568,40,30,29,29,39,20,16,16
5569,57,26,24,24,48,11,10,10
5570,41,26,24,24,31,20,17,17
5571,28,16,14,14,19,12,12,12
5572,62,38,36,32,55,19,18,18
5573,70,25,19,19,58,12,10,10
5574,22,15,15,15,19,15,13,10
5575,35,25,25,25,23,14,13,13
5576,44,33,33,33,42,10,10,10
5577,55,12,12,11,37,10,10,10
5578,38,10,10,10,26,11,9,9
5579,73,14,12,9,37,16,9,9
5580,42,26,26,26,41,31,29,30
5581,36,22,19,19,33,18,9,9
5582,32,24,23,23,29,21,21,21
5583,37,24,21,17,34,13,13,13
5584,58,35,35,35,50,23,23,23
5585,35,27,27,27,26,11,11,11
5586,33,19,19,19,30,11,11,11
5587,38,32,9,9,35,9,9,9
5588,42,32,31,31,41,26,26,26
5589,23,15,14,14,20,12,11,11
5590,28,15,14,14,22,9,9,9
5591,22,16,15,15,21,14,13,13
5592,55,15,15,15,50,11,11,11
5593,38,16,16,16,35,16,16,16
5594,33,22,22,22,30,17,16,16
5595,117,9,9,9,73,9,9,9
5596,31,10,9,9,26,9,9,9
5597,33,26,26,26,32,10,10,10
5598,67,33,14,14,51,9,9,9
5599,22,16,16,16,19,13,13,13
5600,65,14,14,13,59,11,9,9
5601,70,28,28,28,62,14,13,13
5602,25,16,16,16,22,11,11,11
5603,25,17,10,10,24,10,10,10
5604,45,36,34,34,44,26,16,19
5605,28,12,12,12,19,12,10,10
5606,41,26,25,24,38,11,11,11
5607,36,21,21,21,26,17,17,17
5608,25,18,17,17,24,14,14,14
5609,33,22,22,18,25,13,10,10
5610,65,9,9,9,56,9,9,9
5611,17,11,9,9,13,9,9,9
5612,48,12,12,12,27,9,9,9
5613,65,24,23,23,51,20,15,14
5614,43,20,10,10,40,9,9,9
5615,32,20,20,20,22,15,15,15
5616,26,19,19,19,25,13,13,13
5617,31,20,18,18,27,17,13,13
5618,60,22,20,20,55,14,13,13
5619,28,13,13,13,23,11,11,10
5620,38,11,10,10,26,11,10,10
5621,32,23,23,23,30,21,19,19
5622,24,14,14,13,21,9,9,9
5623,21,14,13,13,18,9,9,9
5624,33,19,19,19,31,16,13,13
5625,26,18,18,18,21,17,16,17
