,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
5407,"{'nodes': 1374, 'edges': 2237}","{'nodes': 120, 'edges': 209}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1505, 'edges': 2418}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5408,"{'nodes': 794, 'edges': 1255}","{'nodes': 315, 'edges': 578}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 766, 'edges': 1210}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5409,"{'nodes': 217, 'edges': 354}","{'nodes': 232, 'edges': 420}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 420, 'edges': 652}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5410,"{'nodes': 508, 'edges': 764}","{'nodes': 78, 'edges': 106}","{'nodes': 45, 'edges': 60}","{'nodes': 45, 'edges': 60}","{'nodes': 1122, 'edges': 1667}","{'nodes': 49, 'edges': 70}","{'nodes': 22, 'edges': 29}","{'nodes': 22, 'edges': 29}"
5411,"{'nodes': 714, 'edges': 1085}","{'nodes': 22, 'edges': 27}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 742, 'edges': 1113}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
5412,"{'nodes': 747, 'edges': 1113}","{'nodes': 53, 'edges': 80}","{'nodes': 37, 'edges': 52}","{'nodes': 35, 'edges': 48}","{'nodes': 893, 'edges': 1330}","{'nodes': 25, 'edges': 32}","{'nodes': 25, 'edges': 32}","{'nodes': 25, 'edges': 32}"
5413,"{'nodes': 393, 'edges': 628}","{'nodes': 317, 'edges': 579}","{'nodes': 6, 'edges': 5}","{'nodes': 7, 'edges': 6}","{'nodes': 388, 'edges': 615}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5414,"{'nodes': 1990, 'edges': 3161}","{'nodes': 67, 'edges': 108}","{'nodes': 16, 'edges': 23}","{'nodes': 13, 'edges': 17}","{'nodes': 2276, 'edges': 3608}","{'nodes': 21, 'edges': 31}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5415,"{'nodes': 1564, 'edges': 2464}","{'nodes': 154, 'edges': 255}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1966, 'edges': 3118}","{'nodes': 29, 'edges': 44}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
5416,"{'nodes': 1379, 'edges': 2160}","{'nodes': 226, 'edges': 401}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1316, 'edges': 2064}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5417,"{'nodes': 165, 'edges': 279}","{'nodes': 252, 'edges': 463}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 166, 'edges': 279}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5418,"{'nodes': 37, 'edges': 55}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 45, 'edges': 65}","{'nodes': 17, 'edges': 26}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5419,"{'nodes': 65, 'edges': 102}","{'nodes': 22, 'edges': 34}","{'nodes': 21, 'edges': 34}","{'nodes': 13, 'edges': 14}","{'nodes': 71, 'edges': 108}","{'nodes': 31, 'edges': 54}","{'nodes': 13, 'edges': 14}","{'nodes': 13, 'edges': 14}"
5420,"{'nodes': 735, 'edges': 1146}","{'nodes': 168, 'edges': 292}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 760, 'edges': 1176}","{'nodes': 71, 'edges': 115}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5421,"{'nodes': 1551, 'edges': 2456}","{'nodes': 33, 'edges': 49}","{'nodes': 13, 'edges': 16}","{'nodes': 10, 'edges': 11}","{'nodes': 1636, 'edges': 2547}","{'nodes': 14, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5422,"{'nodes': 1390, 'edges': 2140}","{'nodes': 27, 'edges': 39}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 1625, 'edges': 2536}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
5423,"{'nodes': 1245, 'edges': 1900}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1237, 'edges': 1892}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5424,"{'nodes': 1216, 'edges': 1886}","{'nodes': 274, 'edges': 495}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1341, 'edges': 2068}","{'nodes': 35, 'edges': 46}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
5425,"{'nodes': 538, 'edges': 807}","{'nodes': 18, 'edges': 24}","{'nodes': 19, 'edges': 25}","{'nodes': 19, 'edges': 25}","{'nodes': 537, 'edges': 798}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5426,"{'nodes': 2409, 'edges': 3721}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 2336, 'edges': 3597}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5427,"{'nodes': 1859, 'edges': 2877}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1779, 'edges': 2733}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5428,"{'nodes': 2813, 'edges': 4446}","{'nodes': 324, 'edges': 581}","{'nodes': 6, 'edges': 5}","{'nodes': 7, 'edges': 6}","{'nodes': 2857, 'edges': 4507}","{'nodes': 41, 'edges': 52}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5429,"{'nodes': 293, 'edges': 448}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 291, 'edges': 441}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5430,"{'nodes': 344, 'edges': 514}","{'nodes': 16, 'edges': 21}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 348, 'edges': 514}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5431,"{'nodes': 2199, 'edges': 3514}","{'nodes': 235, 'edges': 424}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 3419, 'edges': 5571}","{'nodes': 37, 'edges': 46}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5432,"{'nodes': 225, 'edges': 388}","{'nodes': 224, 'edges': 400}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 226, 'edges': 388}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5433,"{'nodes': 588, 'edges': 905}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 9, 'edges': 10}","{'nodes': 588, 'edges': 903}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5434,"{'nodes': 710, 'edges': 1112}","{'nodes': 253, 'edges': 454}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 746, 'edges': 1151}","{'nodes': 41, 'edges': 65}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5435,"{'nodes': 17, 'edges': 21}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 17, 'edges': 21}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
5436,"{'nodes': 53, 'edges': 79}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 57, 'edges': 85}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5437,"{'nodes': 1694, 'edges': 2634}","{'nodes': 244, 'edges': 448}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1638, 'edges': 2548}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5438,"{'nodes': 898, 'edges': 1355}","{'nodes': 19, 'edges': 24}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 971, 'edges': 1439}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5439,"{'nodes': 819, 'edges': 1273}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 806, 'edges': 1255}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5440,"{'nodes': 101, 'edges': 152}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 111, 'edges': 166}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
5441,"{'nodes': 589, 'edges': 976}","{'nodes': 417, 'edges': 769}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 620, 'edges': 1021}","{'nodes': 30, 'edges': 37}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5442,"{'nodes': 2640, 'edges': 4112}","{'nodes': 44, 'edges': 66}","{'nodes': 19, 'edges': 25}","{'nodes': 14, 'edges': 17}","{'nodes': 3323, 'edges': 5160}","{'nodes': 14, 'edges': 20}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}"
5443,"{'nodes': 2817, 'edges': 4374}","{'nodes': 174, 'edges': 308}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2870, 'edges': 4437}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5444,"{'nodes': 1938, 'edges': 3030}","{'nodes': 434, 'edges': 795}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1864, 'edges': 2908}","{'nodes': 38, 'edges': 49}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5445,"{'nodes': 109, 'edges': 176}","{'nodes': 109, 'edges': 189}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 114, 'edges': 180}","{'nodes': 17, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5446,"{'nodes': 1771, 'edges': 2760}","{'nodes': 218, 'edges': 386}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1674, 'edges': 2601}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5447,"{'nodes': 1211, 'edges': 1875}","{'nodes': 51, 'edges': 72}","{'nodes': 47, 'edges': 66}","{'nodes': 35, 'edges': 51}","{'nodes': 1211, 'edges': 1848}","{'nodes': 45, 'edges': 66}","{'nodes': 39, 'edges': 52}","{'nodes': 39, 'edges': 52}"
5448,"{'nodes': 414, 'edges': 644}","{'nodes': 153, 'edges': 275}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 395, 'edges': 611}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5449,"{'nodes': 1079, 'edges': 1652}","{'nodes': 49, 'edges': 70}","{'nodes': 38, 'edges': 53}","{'nodes': 9, 'edges': 10}","{'nodes': 1257, 'edges': 1920}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5450,"{'nodes': 16, 'edges': 20}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 16, 'edges': 20}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
5451,"{'nodes': 126, 'edges': 186}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 132, 'edges': 195}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5452,"{'nodes': 41, 'edges': 57}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 47, 'edges': 63}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5453,"{'nodes': 330, 'edges': 544}","{'nodes': 488, 'edges': 909}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 356, 'edges': 572}","{'nodes': 50, 'edges': 87}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5454,"{'nodes': 603, 'edges': 929}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 816, 'edges': 1256}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5455,"{'nodes': 1038, 'edges': 1625}","{'nodes': 110, 'edges': 191}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1313, 'edges': 2041}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5456,"{'nodes': 993, 'edges': 1532}","{'nodes': 39, 'edges': 61}","{'nodes': 21, 'edges': 27}","{'nodes': 16, 'edges': 20}","{'nodes': 1036, 'edges': 1608}","{'nodes': 13, 'edges': 18}","{'nodes': 12, 'edges': 13}","{'nodes': 12, 'edges': 13}"
5457,"{'nodes': 1702, 'edges': 2766}","{'nodes': 471, 'edges': 860}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1653, 'edges': 2622}","{'nodes': 45, 'edges': 52}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5458,"{'nodes': 286, 'edges': 437}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 292, 'edges': 443}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5459,"{'nodes': 109, 'edges': 179}","{'nodes': 120, 'edges': 209}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 120, 'edges': 192}","{'nodes': 17, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5460,"{'nodes': 173, 'edges': 282}","{'nodes': 200, 'edges': 348}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 519, 'edges': 812}","{'nodes': 62, 'edges': 110}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
5461,"{'nodes': 40, 'edges': 58}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 120, 'edges': 179}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5462,"{'nodes': 727, 'edges': 1129}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 695, 'edges': 1085}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5463,"{'nodes': 738, 'edges': 1151}","{'nodes': 194, 'edges': 352}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 959, 'edges': 1484}","{'nodes': 30, 'edges': 37}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5464,"{'nodes': 413, 'edges': 655}","{'nodes': 160, 'edges': 279}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 427, 'edges': 660}","{'nodes': 33, 'edges': 58}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5465,"{'nodes': 2376, 'edges': 3698}","{'nodes': 368, 'edges': 682}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2243, 'edges': 3486}","{'nodes': 44, 'edges': 51}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5466,"{'nodes': 106, 'edges': 167}","{'nodes': 154, 'edges': 277}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 118, 'edges': 181}","{'nodes': 22, 'edges': 35}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5467,"{'nodes': 208, 'edges': 355}","{'nodes': 198, 'edges': 352}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 209, 'edges': 355}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5468,"{'nodes': 220, 'edges': 366}","{'nodes': 208, 'edges': 368}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 230, 'edges': 376}","{'nodes': 31, 'edges': 50}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5469,"{'nodes': 617, 'edges': 923}","{'nodes': 87, 'edges': 116}","{'nodes': 57, 'edges': 73}","{'nodes': 67, 'edges': 93}","{'nodes': 680, 'edges': 993}","{'nodes': 18, 'edges': 24}","{'nodes': 16, 'edges': 20}","{'nodes': 16, 'edges': 20}"
5470,"{'nodes': 1009, 'edges': 1554}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 685, 'edges': 1041}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5471,"{'nodes': 1273, 'edges': 1971}","{'nodes': 120, 'edges': 209}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1227, 'edges': 1897}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5472,"{'nodes': 243, 'edges': 358}","{'nodes': 16, 'edges': 22}","{'nodes': 11, 'edges': 13}","{'nodes': 11, 'edges': 13}","{'nodes': 259, 'edges': 378}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5473,"{'nodes': 295, 'edges': 457}","{'nodes': 139, 'edges': 247}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 420, 'edges': 637}","{'nodes': 25, 'edges': 39}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5474,"{'nodes': 814, 'edges': 1239}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 916, 'edges': 1428}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5475,"{'nodes': 969, 'edges': 1550}","{'nodes': 164, 'edges': 291}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1020, 'edges': 1606}","{'nodes': 30, 'edges': 41}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
5476,"{'nodes': 1352, 'edges': 2088}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1287, 'edges': 1990}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5477,"{'nodes': 21, 'edges': 28}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 22, 'edges': 29}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5478,"{'nodes': 1280, 'edges': 1986}","{'nodes': 38, 'edges': 55}","{'nodes': 18, 'edges': 25}","{'nodes': 18, 'edges': 25}","{'nodes': 1299, 'edges': 2007}","{'nodes': 16, 'edges': 19}","{'nodes': 15, 'edges': 18}","{'nodes': 15, 'edges': 18}"
5479,"{'nodes': 451, 'edges': 698}","{'nodes': 72, 'edges': 121}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 446, 'edges': 685}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5480,"{'nodes': 1023, 'edges': 1559}","{'nodes': 29, 'edges': 41}","{'nodes': 23, 'edges': 31}","{'nodes': 23, 'edges': 31}","{'nodes': 1049, 'edges': 1571}","{'nodes': 46, 'edges': 65}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5481,"{'nodes': 632, 'edges': 989}","{'nodes': 154, 'edges': 267}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 560, 'edges': 868}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5482,"{'nodes': 535, 'edges': 829}","{'nodes': 70, 'edges': 119}","{'nodes': 43, 'edges': 72}","{'nodes': 28, 'edges': 33}","{'nodes': 812, 'edges': 1233}","{'nodes': 40, 'edges': 71}","{'nodes': 26, 'edges': 29}","{'nodes': 26, 'edges': 29}"
5483,"{'nodes': 467, 'edges': 718}","{'nodes': 19, 'edges': 27}","{'nodes': 18, 'edges': 27}","{'nodes': 14, 'edges': 15}","{'nodes': 466, 'edges': 714}","{'nodes': 23, 'edges': 38}","{'nodes': 13, 'edges': 14}","{'nodes': 13, 'edges': 14}"
5484,"{'nodes': 68, 'edges': 103}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 65, 'edges': 95}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
5485,"{'nodes': 505, 'edges': 808}","{'nodes': 274, 'edges': 505}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 343, 'edges': 553}","{'nodes': 22, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5486,"{'nodes': 758, 'edges': 1133}","{'nodes': 17, 'edges': 20}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 800, 'edges': 1170}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5487,"{'nodes': 18, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 18, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5488,"{'nodes': 285, 'edges': 437}","{'nodes': 12, 'edges': 15}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 273, 'edges': 418}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5489,"{'nodes': 1370, 'edges': 2124}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1326, 'edges': 2057}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5490,"{'nodes': 635, 'edges': 958}","{'nodes': 40, 'edges': 53}","{'nodes': 32, 'edges': 41}","{'nodes': 32, 'edges': 41}","{'nodes': 692, 'edges': 1022}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5491,"{'nodes': 164, 'edges': 264}","{'nodes': 232, 'edges': 422}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 178, 'edges': 278}","{'nodes': 30, 'edges': 51}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5492,"{'nodes': 2420, 'edges': 3727}","{'nodes': 16, 'edges': 22}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 2470, 'edges': 3810}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5493,"{'nodes': 1425, 'edges': 2215}","{'nodes': 68, 'edges': 114}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1337, 'edges': 2069}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5494,"{'nodes': 1247, 'edges': 1907}","{'nodes': 145, 'edges': 253}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1143, 'edges': 1698}","{'nodes': 25, 'edges': 37}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
5495,"{'nodes': 383, 'edges': 592}","{'nodes': 20, 'edges': 25}","{'nodes': 15, 'edges': 18}","{'nodes': 15, 'edges': 18}","{'nodes': 380, 'edges': 585}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5496,"{'nodes': 228, 'edges': 393}","{'nodes': 384, 'edges': 714}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 229, 'edges': 393}","{'nodes': 25, 'edges': 30}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5497,"{'nodes': 1301, 'edges': 2016}","{'nodes': 17, 'edges': 23}","{'nodes': 18, 'edges': 24}","{'nodes': 18, 'edges': 24}","{'nodes': 1437, 'edges': 2221}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
5498,"{'nodes': 1637, 'edges': 2543}","{'nodes': 224, 'edges': 398}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1725, 'edges': 2666}","{'nodes': 24, 'edges': 31}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
